word,duplex,,,,two-level dwelling,"A residential unit arranged over two connected floors or levels, functioning as a single dwelling.",duplex | appartement sur deux niveaux,false,,,,A turn-of-the-century ground-floor/basement duplex tenement apartment in New York City’s Chinatown.,zone-01/zone-02,"1,2",0.0-4.9 | 4.9-9.2,1,2,2,2,2
word,entryway,,,,entrance passage,An entrance area or open passage providing access between spaces or from outside into a building or room.,entrée | passage d’entrée | vestibule,false,,,,UPSTAIRS: two rooms divided by an open entryway.,zone-02/zone-03,"2,3",4.9-9.2 | 9.2-15.5,2,3,2,2,2
word,exit,,,,leave place,"To leave or go out of a room, building, or other enclosed or defined space.",sortir | quitter,false,,,,Deirdre and Momo exit the bathroom; Momo is shaky on her feet.,zone-05/zone-15,"5,15",20.0-25.1 | 69.9-74.8,5,15,2,2,2
word,indecipherable,,,,cannot understand,"Impossible or extremely difficult to understand, interpret, or make out clearly, especially because speech, writing, or signals are unclear.",incompréhensible | indéchiffrable | inaudible,false,,,,Audible-but-indecipherable conversation from Aimee and Brigid in the kitchen.,zone-16,16,74.8-80.3,16,16,2,1,2
word,large,,,,great size,"Of greater than ordinary size, extent, or dimensions relative to comparable objects or spaces.",grand | large | vaste,false,,,,"The room with the staircase also has the apartment’s lone, large deep-set window with bars.",zone-02/zone-03,"2,3",4.9-9.2 | 9.2-15.5,2,3,2,2,2
word,layout,,,,spatial arrangement,"The way rooms, spaces, or other physical elements are arranged and organized within a building or area.",agencement | disposition | plan,false,,,,The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined.,zone-02/zone-09,"2,9",4.9-9.2 | 40.3-45.3,2,9,2,2,2
word,main,,,,principal primary,"Most important, principal, or primary among several similar things, especially because it serves as the chief point of access or use.",principal | principal(e) | majeur,false,,,,The main door is open.,zone-03/zone-04,"3,4",9.2-15.5 | 15.5-20.0,3,4,2,2,2
word,recover,,,,regain composure,"To return to a normal physical or emotional state after shock, distress, weakness, surprise, or another temporary disruption.",se remettre | reprendre ses esprits | se ressaisir,false,,,,"They recover, some quiet tears of appreciation.",zone-04/zone-19,"4,19",15.5-20.0 | 88.6-94.2,4,19,2,2,2
word,sicken,,,,cause revulsion,"Causing intense disgust, distress, horror, or physical queasiness; deeply unpleasant or disturbing to experience.",écœurant | répugnant | horrible | nauséabond,false,,,,A sickening thud sounds from above the ceiling.,zone-04,4,15.5-20.0,4,4,2,1,2
word,spiral,,,,helical shape,"Curving continuously around a central point or axis while moving gradually upward, downward, inward, or outward.",en spirale | hélicoïdal,false,,,,The two floors are connected via a spiral staircase.,zone-01/zone-03,"1,3",0.0-4.9 | 9.2-15.5,1,3,2,2,2
word,able,,,,capable of,"Having the necessary ability, capacity, skill, or opportunity to perform a particular action or accomplish something.",capable de | en mesure de | pouvoir,false,,,,"Well, Brigid, I’m sixty-one—older people can still process information, we’re / still able to—",zone-06,6,25.1-29.4,6,6,1,1,1
word,absolutely,,,,certainly definitely,"Used to emphasize complete certainty, strong affirmation, or the absence of any meaningful restriction or doubt.",absolument | tout à fait | certainement,false,,,,"Momo, you can absolutely come back, any time you want.",zone-09,9,40.3-45.3,9,9,1,1,1
word,accomplish,,,,complete successfully,"To complete, achieve, or carry out a task, goal, or intended result successfully.",accomplir | réaliser | mener à bien,false,,,,Mission accomplished . . .,zone-05,5,20.0-25.1,5,5,1,1,1
word,adhere,,,,conform to,"To follow, conform to, or remain consistent with a rule, plan, standard, pattern, or organizing principle.",respecter | se conformer à | adhérer à,false,,,,The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined.,zone-02,2,4.9-9.2,2,2,1,1,1
word,appreciation,,,,grateful feeling,"A feeling or expression of gratitude, recognition, or warm understanding of the value or significance of someone or something.",reconnaissance | gratitude | appréciation,false,,,,"They recover, some quiet tears of appreciation.",zone-19,19,88.6-94.2,19,19,1,1,1
word,autonomous,,,,independently functioning,Existing or functioning independently as a separate unit rather than depending structurally or operationally on another entity.,indépendant | autonome,true,,,,The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined.,zone-02,2,4.9-9.2,2,2,1,1,1
word,awkwardly,,,,inconveniently positioned,"In an inconvenient, ungainly, or poorly fitting position or arrangement that makes the spatial relationship seem uncomfortable or impractical.",maladroitement | de façon peu pratique | gauchement,false,,,,A small kitchen alley is wedged awkwardly behind the spiral staircase.,zone-03,3,9.2-15.5,3,3,1,1,1
word,babe,,,,affectionate address,An affectionate informal term used to address a romantic partner or someone with whom the speaker has a close intimate relationship.,chéri | chérie | bébé,false,,,,"We’re fine, babe, just keep an eye on the oven, we’ll be down in a minute.",zone-06,6,25.1-29.4,6,6,1,1,1
word,barely,,,,only just,"Only just, by a very small degree or margin, indicating that something is almost not perceptible, possible, or sufficient.",à peine | tout juste,false,,,,(Barely audible),zone-20,20,94.2-100.0,20,20,1,1,1
word,beat,,,,brief pause,"A brief pause in speech, action, or dramatic timing, especially in stage directions or scripted dialogue.",temps | pause | silence,false,,,,The main door is open. Beat.,zone-03,3,9.2-15.5,3,3,1,1,1
word,ceiling,,,,upper room surface,The overhead interior surface forming the upper boundary of a room or enclosed space.,plafond,false,,,,A sickening thud sounds from above the ceiling.,zone-04,4,15.5-20.0,4,4,1,1,1
word,clumsy,,,,socially awkward,"Awkward, tactless, or inept in behavior or interaction, especially in a way that causes discomfort, embarrassment, or misunderstanding.",maladroit | gauche,false,,,,"“Dear Aimee and Brigid, I was clumsy around you both today and felt confused.",zone-17,17,80.3-88.0,17,17,1,1,1
word,combine,,,,join together,"To join two or more separate things so that they form a single unit, system, space, or whole.",combiner | réunir | fusionner,false,,,,The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined.,zone-02,2,4.9-9.2,2,2,1,1,1
word,connect,,,,link together,"To join or link two places, objects, or parts so that movement, access, or communication between them is possible.",relier | connecter,false,,,,The two floors are connected via a spiral staircase.,zone-01,1,0.0-4.9,1,1,1,1,1
word,construction,,,,building work,"Work involving the building, repairing, altering, or renovating of structures, often producing noticeable noise or physical activity.",travaux | construction | chantier,false,,,,Is there some kinda construction going on upstairs?,zone-05,5,20.0-25.1,5,5,1,1,1
word,curiously,,,,strangely unusually,"In a strange, unusual, or noteworthy way that invites attention or mild surprise.",curieusement | étrangement,false,,,,"The apartment’s pre-war features have been coated in layers of faded off-white paint, rendering the space curiously monotone.",zone-01,1,0.0-4.9,1,1,1,1,1
word,decent,,,,reasonably good,"Satisfactory, acceptable, or reasonably good in quality, suitability, or effectiveness without being exceptional.",correct | convenable | pas mal,false,,,,"This is a decent layout, Bridge . . .",zone-09,9,40.3-45.3,9,9,1,1,1
word,definitely,,,,certainly clearly,Without doubt or uncertainty; clearly and certainly according to the speaker’s judgment or perception.,certainement | définitivement | clairement,false,,,,Definitely bigger than your last place.,zone-05,5,20.0-25.1,5,5,1,1,1
word,disconnected,,,,emotionally detached,"Mentally or emotionally detached from surrounding people, events, or normal engagement, appearing withdrawn or unresponsive.",déconnecté | détaché | coupé du monde,false,,,,"Momo’s mumbling is not directed to anyone—her primary focus is down, toward the floor, lost; she is passive and disconnected.",zone-07,7,29.4-35.0,7,7,1,1,1
word,disease,,,,medical condition,"A pathological condition affecting the body or mind and impairing normal physical, cognitive, or psychological functioning.",maladie | affection,false,,,,"Maybe it’s because this disease has me forgetting the worst stuff, but right now I’m feeling nothing about this life was worth getting so worked up about.",zone-17,17,80.3-88.0,17,17,1,1,1
word,dominate,,,,visually predominate,"To be the most prominent, noticeable, or space-occupying feature in an area, making other elements seem secondary.",dominer | occuper principalement | s’imposer,false,,,,The other room is dominated by a modest folding table.,zone-03,3,9.2-15.5,3,3,1,1,1
word,effortlessly,,,,without effort,"In a way that requires no apparent effort, strain, contrivance, or deliberate attempt to produce the resulting effect.",sans effort | naturellement | aisément,false,,,,"The apartment is a touch ghostly, but not in a forced manner; empty pre-war basement apartments are effortlessly uncanny.",zone-03,3,9.2-15.5,3,3,1,1,1
word,embarrassed,,,,feeling self-conscious,"Feeling uncomfortable, self-conscious, or ashamed because of an awkward, exposed, or socially uncomfortable situation.",gêné | embarrassé | mal à l’aise,false,,,,"They exit into the kitchen talking, carrying some of the food dishes. Richard’s a bit embarrassed.",zone-15,15,69.9-74.8,15,15,1,1,1
word,emerge,,,,come into view,"To come out from an enclosed, hidden, or less visible place and become visible or present in another area.",sortir | émerger | apparaître,false,,,,Richard emerges from the kitchen alley.,zone-05,5,20.0-25.1,5,5,1,1,1
word,eventually,,,,in the end,"After some time, delay, or intervening events; ultimately or in the end rather than immediately.",finalement | à terme | par la suite,true,,,,He eventually is drawn back,zone-13,13,60.1-65.1,13,13,1,1,1
word,fade,,,,lose color,"To lose brightness, intensity, or freshness of color gradually through age, exposure, wear, or other deterioration.",se décolorer | pâlir | passer,false,,,,"The apartment’s pre-war features have been coated in layers of faded off-white paint, rendering the space curiously monotone.",zone-01,1,0.0-4.9,1,1,1,1,1
word,farewell,,,,parting goodbye,"A goodbye or expression marking departure, separation, or the end of a relationship, period, or involvement.",adieu | au revoir,false,,,,Consider this my fond farewell.,zone-19,19,88.6-94.2,19,19,1,1,1
word,flush,,,,toilet flushing,The rush of water through a toilet that removes waste from the bowl into the drainage system.,chasse d’eau | bruit de chasse d’eau,false,,,,A toilet flush.,zone-04,4,15.5-20.0,4,4,1,1,1
word,folding,,,,collapsible furniture,"Designed to fold into a more compact form for easier storage, transport, or temporary use.",pliant | pliable,false,,,,The other room is dominated by a modest folding table.,zone-03,3,9.2-15.5,3,3,1,1,1
word,fond,,,,affectionate warm,"Marked by affection, warmth, tenderness, or positive emotional attachment toward a person, memory, or act of parting.",affectueux | chaleureux | tendre,false,,,,Consider this my fond farewell.,zone-19,19,88.6-94.2,19,19,1,1,1
word,forced,,,,artificial contrived,"Artificial, strained, or deliberately contrived rather than arising naturally or spontaneously.",forcé | artificiel | affecté,false,,,,"The apartment is a touch ghostly, but not in a forced manner; empty pre-war basement apartments are effortlessly uncanny.",zone-03,3,9.2-15.5,3,3,1,1,1
word,ghostly,,,,eerie spectral,"Resembling, suggesting, or associated with ghosts through an eerie, pale, uncanny, or haunting atmosphere.",fantomatique | spectral | sinistre,false,,,,"The apartment is a touch ghostly, but not in a forced manner; empty pre-war basement apartments are effortlessly uncanny.",zone-03,3,9.2-15.5,3,3,1,1,1
word,goody,,,,desirable treat,"A pleasant, desirable, or enjoyable item, especially food, gifts, or small treats regarded as appealing extras.",bonne chose | friandise | petit plaisir,false,,,,This is the last of the goodies . . .,zone-04,4,15.5-20.0,4,4,1,1,1
word,gotcha,,,,supporting you,"Informal reassurance indicating that the speaker has someone physically supported, secured, or under control and will prevent them from falling or struggling.",je te tiens | je t’ai | je suis là,false,,,,"I gotcha, Mom, there you go . . .",zone-05,5,20.0-25.1,5,5,1,1,1
word,humor,,,,indulge someone,"To accommodate, indulge, or pretend to agree with someone, often to please them or avoid conflict rather than from genuine agreement.",faire plaisir à | entrer dans le jeu de | ménager,true,,,,"guy’s clearly humoring her,",zone-14,14,65.1-69.9,14,14,1,1,1
word,inspect,,,,examine closely,"To look at or examine something carefully and deliberately in order to assess its condition, details, or characteristics.",inspecter | examiner | observer attentivement,false,,,,"to the window, inspects the",zone-13,13,60.1-65.1,13,13,1,1,1
word,layer,,,,covering stratum,"One of several thicknesses, coatings, or strata of material lying over or beneath another.",couche | strate,false,,,,"The apartment’s pre-war features have been coated in layers of faded off-white paint, rendering the space curiously monotone.",zone-01,1,0.0-4.9,1,1,1,1,1
word,lone,,,,only one,"Being the only one of its kind present in a particular place, group, or situation.",unique | seul,false,,,,"The room with the staircase also has the apartment’s lone, large deep-set window with bars.",zone-02,2,4.9-9.2,2,2,1,1,1
word,lovingly,,,,with affection,"In a gentle, caring, and affectionate manner that expresses love, tenderness, or emotional warmth.",avec tendresse | affectueusement | tendrement,false,,,,(Lovingly wiping Momo’s nose),zone-13,13,60.1-65.1,13,13,1,1,1
word,marriage,,,,marital relationship,"The legally or socially recognized relationship between spouses, including the shared partnership and mutual support associated with being married.",mariage | vie conjugale | union,false,,,,"—marriage can help you weather a storm, that’s all",zone-13,13,60.1-65.1,13,13,1,1,1
word,martyr,,,,self-sacrificing victim,"A person who presents themselves as suffering or sacrificing excessively for others, often to gain sympathy or imply moral superiority.",martyr | victime sacrificielle,false,,,,"Mom—I will, but—I don’t [think that]—I think something’s wrong with everyone—please don’t act like a martyr / when I’m trying to apologize . . .",zone-20,20,94.2-100.0,20,20,1,1,1
word,mid,,,,middle period,"Situated in or relating to the middle part of a specified period, era, range, or sequence.",milieu de | mi-,false,,,,The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined.,zone-02,2,4.9-9.2,2,2,1,1,1
word,modest,,,,limited size,"Relatively small, limited, or unpretentious in size, scale, cost, or appearance rather than large or impressive.",modeste | petit | simple,true,,,,The other room is dominated by a modest folding table.,zone-03,3,9.2-15.5,3,3,1,1,1
word,monotone,,,,uniform coloring,"Having little or no variation in color or visual tone, producing a uniform, repetitive, or visually flat appearance.",monochrome | uniforme | monotone,false,,,,"The apartment’s pre-war features have been coated in layers of faded off-white paint, rendering the space curiously monotone.",zone-01,1,0.0-4.9,1,1,1,1,1
word,moving,,,,relocation related,Used for packing or transporting belongings during a change of residence from one home or location to another.,de déménagement | pour déménager,false,,,,Plastic silverware. Scattered moving boxes. Not much else.,zone-03,3,9.2-15.5,3,3,1,1,1
word,muddle,,,,confused unclear,"Confused, disorganized, or unclear in thought, memory, understanding, or arrangement, making coherent interpretation difficult.",confus | embrouillé | brouillé,false,,,,out is still all . . . [muddled] . . .,zone-08,8,35.0-40.3,8,8,1,1,1
word,mumble,,,,speak indistinctly,"To speak quietly and indistinctly, often with insufficient articulation for the words to be heard or understood clearly.",marmonner | marmotter | grommeler,false,,,,(Softly mumbled),zone-10,10,45.3-50.0,10,10,1,1,1
word,mumbling,,,,indistinct speech,"Quiet, indistinct speech produced with unclear articulation, making the words difficult to hear or understand.",marmonnement | marmonnements | paroles indistinctes,false,,,,"Momo’s mumbling is not directed to anyone—her primary focus is down, toward the floor, lost; she is passive and disconnected.",zone-07,7,29.4-35.0,7,7,1,1,1
word,notice,,,,become aware,"To become aware of, perceive, or recognize someone or something through observation or attention.",remarquer | s’apercevoir de | noter,false,,,,(Noticing the staircase),zone-10,10,45.3-50.0,10,10,1,1,1
word,oversized,,,,too large,"Larger than the normal, expected, standard, or practically desirable size for an object of its type.",surdimensionné | trop grand | de très grande taille,false,,,,"Scranton, I don’t need an oversized recliner in every room.",zone-11,11,50.0-55.2,11,11,1,1,1
word,pass,,,,hand around,"To give or transfer an object from one person to another, especially successively among members of a group.",faire passer | passer | distribuer,false,,,,"They pass around the smashed pieces of peppermint; they each take a bite, one at a time.",zone-19,19,88.6-94.2,19,19,1,1,1
word,peppermint,,,,mint confection,"A peppermint-flavored sweet or confection, especially a hard candy made with peppermint flavoring.",bonbon à la menthe | menthe poivrée,false,,,,"They pass around the smashed pieces of peppermint; they each take a bite, one at a time.",zone-19,19,88.6-94.2,19,19,1,1,1
word,phrase,,,,repeated expression,"A short group of words used as a particular expression or saying, especially one repeatedly adopted or favored by someone.",expression | phrase | formule,false,,,,It’s her latest phrase-of-the-day . . .,zone-11,11,50.0-55.2,11,11,1,1,1
word,primarily,,,,mainly chiefly,"Mainly, chiefly, or for the most part, indicating the principal focus, cause, function, or characteristic.",principalement | surtout | essentiellement,false,,,,Momo’s focus remains primarily fixed toward the floor.,zone-12,12,55.2-60.1,12,12,1,1,1
word,primary,,,,main principal,"Most important, central, or principal among several possible focuses, functions, causes, or elements.",principal | premier | essentiel,false,,,,"Momo’s mumbling is not directed to anyone—her primary focus is down, toward the floor, lost; she is passive and disconnected.",zone-07,7,29.4-35.0,7,7,1,1,1
word,process,,,,mentally comprehend,"To mentally take in, understand, interpret, or deal with information through cognitive activity.",traiter | assimiler | comprendre,false,,,,"Well, Brigid, I’m sixty-one—older people can still process information, we’re / still able to—",zone-06,6,25.1-29.4,6,6,1,1,1
word,pushy,,,,overly assertive,"Excessively forceful, persistent, or assertive in trying to get others to do, accept, or discuss something.",insistant | envahissant | autoritaire,false,,,,I’m sorry if I’m [being pushy]—,zone-13,13,60.1-65.1,13,13,1,1,1
word,remains,,,,continues to be,"Continues to be in the same state, condition, position, or situation without changing.",reste | demeure,false,,,,Momo’s focus remains primarily fixed toward the floor.,zone-12,12,55.2-60.1,12,12,1,1,1
word,remark,,,,spoken comment,"A spoken or written comment, observation, or statement made about something.",remarque | commentaire,false,,,,They have inside understanding of this remark),zone-18,18,88.0-88.6,18,18,1,1,1
word,render,,,,cause to become,To cause someone or something to become or be in a particular state or condition.,rendre | faire devenir,false,,,,"The apartment’s pre-war features have been coated in layers of faded off-white paint, rendering the space curiously monotone.",zone-01,1,0.0-4.9,1,1,1,1,1
word,renovation,,,,building refurbishment,"The process of repairing, altering, modernizing, or improving an existing building or interior space.",rénovation | réfection | travaux,false,,,,The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined.,zone-02,2,4.9-9.2,2,2,1,1,1
word,rest,,,,settle issue,"A state of being concluded or no longer discussed, worried about, or actively pursued, especially in the phrase “put something to rest.”",repos | fin | règlement,false,,,,"I know, I’ve heard your reasons, / but we put this to rest, yeah? . . .",zone-12,12,55.2-60.1,12,12,1,1,1
word,restart,,,,begin again,"To begin something again after it has stopped, ended, or undergone a significant interruption or change.",recommencer | redémarrer | reprendre,false,,,,What?—I can share it if I want / —I restarted my life . . .,zone-14,14,65.1-69.9,14,14,1,1,1
word,rid,,,,free remove,"Free from, remove, or eliminate something unwanted, occurring here as part of the construction “get rid of.”",débarrasser | libérer | éliminer,false,,,,"Hey, why don’t—all right, Lover-Of-All, come on, come with me, let’s get rid of some of this . . .",zone-15,15,69.9-74.8,15,15,1,1,1
word,rub,,,,massage by friction,"To move a hand or fingers repeatedly over a body surface with pressure, often to soothe discomfort or tension.",frotter | masser,false,,,,rubbing his lower back.,zone-14,14,65.1-69.9,14,14,1,1,1
word,runny,,,,discharging fluid,"Producing or discharging an unusually large amount of thin liquid, especially nasal mucus.",qui coule | coulant,false,,,,(Noticing Momo’s runny nose),zone-13,13,60.1-65.1,13,13,1,1,1
word,scar,,,,cause fear,To frighten or make someone feel fear or anxiety about something.,effrayer | faire peur à,false,,,,"“Dancing at weddings always scared the crap out of me, but now it doesn’t seem like such a big deal.",zone-19,19,88.6-94.2,19,19,1,1,1
word,scared,,,,feeling afraid,"Feeling fear, anxiety, or apprehension because of actual or anticipated danger, harm, uncertainty, or death.",effrayé | apeuré | avoir peur,false,,,,"But while I am still here, I want to say: don’t worry about me once I drift off for good. I’m not scared. If anything, I wish I could’ve known that most of the stuff I did spend my life worrying about wasn’t so bad.",zone-17,17,80.3-88.0,17,17,1,1,1
word,scatter,,,,spread irregularly,Distributed or lying irregularly over an area rather than arranged together in an orderly group.,éparpillé | dispersé | épars,false,,,,Plastic silverware. Scattered moving boxes. Not much else.,zone-03,3,9.2-15.5,3,3,1,1,1
word,scheme,,,,organizing plan,"A systematic plan, arrangement, or organizing principle according to which elements are structured or related.",schéma | plan | organisation,false,,,,The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined.,zone-02,2,4.9-9.2,2,2,1,1,1
word,sensible,,,,reasonable practical,"Reasonable, practical, coherent, and based on sound judgment rather than emotion, confusion, or poor planning.",raisonnable | sensé | logique,true,,,,The layout doesn’t adhere to any sensible scheme; the result of a mid-century renovation in which two autonomous apartments were combined.,zone-02,2,4.9-9.2,2,2,1,1,1
word,shaky,,,,physically unsteady,"Physically unsteady, trembling, or weak, especially when standing or walking.",chancelant | tremblant | instable,false,,,,Deirdre and Momo exit the bathroom; Momo is shaky on her feet.,zone-05,5,20.0-25.1,5,5,1,1,1
word,shift,,,,move focus,"To move or change from one position, direction, subject, or focus to another.",déplacer | changer | se détourner,false,,,,Gradually his attention shifts away from the noise; he continues to explore the space when—,zone-04,4,15.5-20.0,4,4,1,1,1
word,silverware,,,,eating utensils,"Knives, forks, spoons, and similar utensils used for eating or serving food, regardless of whether they are actually made of silver.",couverts | ustensiles de table,false,,,,The table is set with six paper plates and napkins with turkeys on them. Plastic silverware. Scattered moving boxes.,zone-03,3,9.2-15.5,3,3,1,1,1
word,smash,,,,break violently,"To break or crush something forcefully into smaller pieces by striking, hitting, or applying violent pressure.",fracasser | briser | écraser,false,,,,"They pass around the smashed pieces of peppermint; they each take a bite, one at a time.",zone-19,19,88.6-94.2,19,19,1,1,1
word,sole,,,,only one,"Being the only one of its kind present, available, or belonging to a particular place or entity.",unique | seul,false,,,,The other room has a door that leads to the duplex’s sole bathroom.,zone-02,2,4.9-9.2,2,2,1,1,1
word,startle,,,,cause sudden surprise,"To cause someone to react suddenly with surprise, alarm, or fear because of an unexpected event or stimulus.",faire sursauter | effrayer | surprendre,false,,,,"Another sickening thud sounds from above, startling him.",zone-04,4,15.5-20.0,4,4,1,1,1
word,stomp,,,,walk heavily,"To walk or move with heavy, forceful steps that make noticeable impacts or noise.",piétiner | marcher lourdement | taper du pied,false,,,,Or stomps around?—we don’t know . . .,zone-05,5,20.0-25.1,5,5,1,1,1
word,stung,,,,emotionally hurt,"Emotionally hurt, offended, or upset by something someone has said or done.",blessé | vexé | piqué au vif,false,,,,"Deirdre’s a little stung. Erik is drawn to the window, studies the surroundings.",zone-11,11,50.0-55.2,11,11,1,1,1
word,surrounding,,,,nearby environment,"The places, objects, and physical environment around a person or location.",environs | alentours | environnement,false,,,,"Erik is drawn to the window, studies the surroundings.",zone-11,11,50.0-55.2,11,11,1,1,1
word,thud,,,,dull impact sound,"A low, dull, heavy sound produced by an impact, fall, or forceful contact.",bruit sourd | choc sourd | boum,false,,,,A sickening thud sounds from above the ceiling.,zone-04/zone-20,"4,20",15.5-20.0 | 94.2-100.0,4,20,3,2,3
word,twist,,,,distort shape,"To bend, turn, or deform something into a different shape by rotating or contorting it.",tordre | entortiller | déformer,false,,,,like it got twisted into an ice-cream cone? . . .,zone-16,16,74.8-80.3,16,16,1,1,1
word,uncanny,,,,strangely eerie,"Strangely unfamiliar, eerie, or unsettling in a way that seems difficult to explain or almost supernatural.",étrange | inquiétant | troublant,false,,,,"The apartment is a touch ghostly, but not in a forced manner; empty pre-war basement apartments are effortlessly uncanny.",zone-03,3,9.2-15.5,3,3,1,1,1
word,understanding,,,,shared comprehension,"Knowledge, comprehension, or awareness of the meaning, significance, or intended implication of something.",compréhension | entente | connaissance,false,,,,They have inside understanding of this remark),zone-18,18,88.0-88.6,18,18,1,1,1
word,urban,,,,city related,"Relating to, characteristic of, or designed for a city or densely populated built environment.",urbain | citadin,false,,,,An urban recliner is the only piece of furniture upstairs.,zone-02,2,4.9-9.2,2,2,1,1,1
word,via,,,,by means,"By means of, through, or using a particular route, method, or intermediary.",par | via | au moyen de,false,,,,The two floors are connected via a spiral staircase.,zone-01,1,0.0-4.9,1,1,1,1,1
word,warp,,,,bend out shape,"To become bent, twisted, or distorted from an original flat or regular shape, often through age, moisture, heat, or pressure.",se déformer | se gondoler | se voiler,false,,,,"The rooms are worn, the floors are warped, but clean and well kept.",zone-01,1,0.0-4.9,1,1,1,1,1
word,wedge,,,,fit tightly,"To force, fit, or position something tightly into a narrow, confined, or awkward space.",coincer | caler | encastrer,false,,,,A small kitchen alley is wedged awkwardly behind the spiral staircase.,zone-03,3,9.2-15.5,3,3,1,1,1
word,weird,,,,strange unusual,"Strange, unusual, or unsettling because it differs noticeably from what is normal, expected, or familiar.",bizarre | étrange | chelou,false,,,,In mine there was this one other weird thing I . . .,zone-16,16,74.8-80.3,16,16,1,1,1
word,windowless,,,,without windows,"Having no windows or glazed openings that provide outside light, views, or ventilation.",sans fenêtre | aveugle,false,,,,DOWNSTAIRS: two windowless rooms divided by an even larger open entryway—with a different floorplan than upstairs.,zone-03,3,9.2-15.5,3,3,1,1,1
word,wipe,,,,clean by rubbing,"To clean, dry, or remove something from a surface by rubbing it with a cloth, hand, tissue, or similar material.",essuyer | nettoyer,false,,,,(Lovingly wiping Momo’s nose),zone-13,13,60.1-65.1,13,13,1,1,1
word,workspace,,,,work area,An area or space arranged and used for carrying out a particular kind of work or creative activity.,espace de travail | atelier | poste de travail,false,,,,"It’s good, right?—I can set up my music workspace downstairs",zone-09,9,40.3-45.3,9,9,1,1,1
word,worth,,,,deserving effort,"Having sufficient value, importance, or benefit to justify a particular action, effort, cost, concern, or emotional investment.",valoir | mériter | en valoir la peine,false,,,,"Maybe it’s because this disease has me forgetting the worst stuff, but right now I’m feeling nothing about this life was worth getting so worked up about.",zone-17,17,80.3-88.0,17,17,1,1,1
mwe,,come back,come back,phrasal_verb,return,"To return to a place, person, or previous location after having been away.",revenir | retourner,,mostly_compositional,high,2,"Momo, you can absolutely come back, any time you want.",zone-07/zone-09/zone-11/zone-20,"7,9,11,20",29.4-35.0 | 40.3-45.3 | 50.0-55.2 | 94.2-100.0,7,20,11,4,6
